-0.004535,-0.3611,-0.1819,0.30302
-0.12718,-0.10353,-0.026089,0.28326
-0.13044,-0.85516,-0.64769,0.38593
-0.91562,-0.41062,-0.44664,-0.34958
-0.65109,-0.92558,-0.54306,0.013487
0.10509,-0.40734,-0.15712,-0.34677
-0.088332,0.055483,-0.52663,-0.35985
0.11284,0.11512,-0.33197,-0.2334
0.23561,0.29637,-0.45583,0.35294
-0.425,-0.26462,-0.70991,-0.081553
0.93444,0.73961,1.064,0.75263
0.069237,0.26609,-0.14193,0.14727
-0.10183,-0.25413,0.12215,0.55977
-0.030884,0.25341,-0.22385,-0.56569
0.41917,0.54596,0.011847,-0.59612
0.17479,-0.077597,0.56035,-0.00019834
0.36735,0.46629,-0.016734,-0.62244
-0.02713,0.05679,0.48131,0.63249
0.01004,0.032291,0.23122,-0.45812
0.42748,0.6727,1.2141,0.55886
-0.15179,-0.12688,-0.078087,-0.11431
0.43397,0.85255,0.91747,0.17984
0.093047,0.28225,0.68505,0.14236
-0.1359,0.42022,0.25644,-0.32962
0.06005,-0.53733,-0.65871,-0.7102
0.63335,0.78765,1.655,0.53777
-0.33188,-0.41847,-0.43659,-0.066748
-0.37065,-0.040708,0.072939,0.29042
-0.34235,-0.17194,0.0081935,-0.2428
0.17417,0.494,0.23052,0.0035483
-0.95025,-1.2602,-1.7506,-0.84312
0.83404,1.2722,1.552,0.68771
-0.099039,-1.1784,-0.6645,-0.32525
0.65966,0.42392,1.2097,0.20202
-0.33149,-0.69237,-1.0831,0.0083896
-0.10137,0.14434,0.24453,0.57466
-0.2547,0.41395,-0.64553,-0.61973
0.19136,-0.20141,0.30526,0.18702
-0.53768,0.11863,-0.05394,-0.0014847
0.13973,-0.028672,0.030511,-0.35483
0.06457,0.08279,-0.43333,0.0083581
0.40457,0.21385,0.48852,0.28465
-0.17475,5.2598e-05,0.074931,-0.10471
-0.049497,0.13069,-0.37812,-0.13118
-0.097583,0.12644,-0.0024251,-0.13517
0.038043,-0.097546,0.10679,0.079688
-0.22775,0.19399,0.95463,0.59213
0.43747,0.12167,-0.20489,-0.71312
-0.043689,-0.24317,-0.32538,-0.35211
-0.1931,0.078041,-0.34073,0.43669
-0.45868,0.24422,-0.0093227,0.27243
0.32699,-0.27517,-0.41562,-0.27374
-0.16173,-0.5536,-0.21887,0.20233
-0.53976,-0.46769,-1.0444,-0.16057
-0.27563,-0.3923,-0.29541,0.23076
-0.034624,-0.28953,0.0085858,0.40154
0.016015,-0.21797,-0.59207,-0.26381
0.31123,0.19562,0.26646,0.44977
-0.020202,-0.14036,-0.40539,-0.52944
0.93416,0.33016,0.37307,0.27148
0.094483,0.044236,0.45099,0.2335
-0.56514,-0.30437,-0.27661,-0.3217
0.39742,0.20213,0.38745,0.19501
-0.46066,-0.0025171,-0.42564,-0.011567
0.63382,0.058844,0.87105,0.41969
-0.12986,-0.08748,0.2368,-0.1718
-0.01848,-0.074914,-0.75176,-0.79518
0.26472,-0.044385,0.21517,-0.21671
-0.15062,0.24023,-0.26788,-0.027536
0.30002,-0.19142,0.59712,0.45601
0.084032,0.2158,0.74002,0.52636
-0.52804,-0.12509,-0.80308,-0.12019
0.096855,0.17546,-0.16814,0.074478
-0.17726,-0.10403,-0.36594,0.5685
0.20309,-0.56951,-0.25221,-0.15696
-0.14352,0.91073,0.033554,-0.58989
0.0623,-0.11495,0.13869,0.11973
-0.48245,-0.2421,-0.70757,-0.36285
-0.44078,-0.33523,0.048518,-0.070715
0.050337,-0.17539,-0.12974,-0.24067
-0.39257,-0.56365,-0.36186,-0.15795
0.24302,0.40567,0.65159,0.51094
-0.027011,0.044265,0.53238,0.16711
-0.043444,-0.18224,-0.21596,-0.10116
0.49414,0.69848,1.1335,0.47982
0.35959,0.30689,0.12855,-0.70349
-0.29549,0.22511,-0.60393,-0.76633
0.26432,0.25213,0.3262,0.53457
0.098413,0.45545,0.87982,0.9451
-0.45894,0.01112,0.11513,0.035664
-0.18281,0.1644,-0.31686,-0.0086887
0.20763,-0.079596,-0.24233,0.15691
1.1592,1.8034,1.4159,0.41164
0.49751,0.13895,1.2048,0.080752
0.89133,0.76247,1.2836,-0.23684
0.28126,-0.12406,0.71023,0.176
-0.13461,0.031965,-0.46157,-0.16427
-0.5383,-0.027834,-0.50939,-0.28625
0.007578,0.54836,0.54596,-0.2547
-0.41551,-0.069594,0.13544,0.47772
0.51847,-0.31323,-0.61574,-0.22293
-0.4702,-1.3904,-1.6703,-0.64138
-1.0396,-0.53319,-1.3592,-0.86758
-0.28237,-0.92188,-0.82678,0.33035
-0.45508,-0.86927,-0.56673,-0.065854
-0.45524,-0.88277,-1.1282,-0.19958
-0.83293,-1.1585,-2.1966,-1.1562
-1.0147,-1.2288,-1.4526,-0.55835
-0.25427,-0.65033,-0.68097,-0.096186
-0.18184,0.027766,0.59148,-0.077475
-0.071589,-0.29704,-0.119,-0.47191
0.4351,0.81081,0.67819,-0.22883
0.36239,-0.083015,0.59151,0.14813
0.23139,-0.17035,0.010643,-0.11154
0.27938,0.41087,0.55545,0.76307
0.59274,1.0788,1.4577,0.89843
0.58389,0.95343,1.7048,0.97987
0.41507,0.88461,1.3138,0.613
1.4238,1.1416,1.5429,0.6007
0.79756,1.1304,1.3075,1.0064
0.57122,0.47892,0.7594,0.30853
0.80696,0.60893,0.24011,0.38249
0.051583,0.18033,0.45649,0.30434
0.25893,1.2326,0.63506,0.25612
0.2493,0.30618,0.41171,1.1039
-0.21679,-0.034518,-0.81697,-0.41998
-0.91591,-0.78199,-1.6234,-1.0832
-0.70638,-0.90156,-0.84002,-0.58114
-0.92542,-0.98935,-1.4974,-0.3981
0.20905,-0.42835,-0.49443,-0.0024148
-1.0588,-0.44278,-0.72107,-0.32141
-0.69081,-0.68366,-1.5316,-0.50183
-0.6987,-1.1679,-1.2189,-0.38646
-0.50935,-1.0562,-0.59264,-0.88211
-0.34584,-0.41655,-1.0478,-0.34509
0.035752,0.3221,0.23674,-0.05143
-0.18712,-0.25146,-0.21943,-0.21358
-0.02586,-0.204,-0.26278,0.25612
-0.10447,0.1226,-0.24725,0.51991
0.2453,0.62074,0.68398,0.68802
0.10084,-0.37409,-0.24036,-0.5679
0.15135,0.020131,0.022704,-0.25571
0.085111,-0.33661,0.2946,-0.32754
0.27967,0.33305,0.66381,0.16827
0.28606,0.2578,0.76548,0.2323
0.49485,0.74548,0.68768,0.11777
0.29755,0.43104,0.44631,0.25559
-0.12976,0.69004,0.17201,-0.49031
0.40631,0.2375,1.2342,0.71466
0.49518,0.52419,1.4916,0.58615
0.47447,0.8994,1.293,0.26252
0.20963,-0.014024,0.16668,0.4384
0.14436,0.072777,0.29343,-0.18839
0.17743,0.25841,0.24531,-0.13885
-0.11614,-0.21821,-0.55251,-0.71233
0.20269,0.49732,0.049789,-0.18629
0.21522,0.1026,0.47226,0.14213
-0.54274,-0.75233,-0.98931,-0.69091
-0.79861,-0.38927,-1.1952,-0.4395
-0.9622,-0.99206,-0.90494,-0.33952
-0.14952,-0.1084,-0.33916,0.17212
-0.060052,-0.35206,-0.61714,-1.0665
-0.2734,0.1392,0.40824,0.11142
0.96958,-0.019357,1.3868,0.85419
0.80903,0.32358,1.0355,0.48779
0.51588,0.6959,0.5864,-0.025202
0.12552,-0.3709,-0.52587,-0.56365
0.40444,0.23607,-0.089439,0.33885
0.54869,0.90657,0.69393,0.75561
-0.84301,-0.47111,-0.92386,0.11979
-0.12621,-0.12188,-0.46764,-0.023163
-0.78075,-0.17278,-0.47811,-0.68235
0.22396,-0.42341,-0.30875,0.16615
-0.46816,-0.31207,-0.48063,0.67564
-0.31968,-0.10786,-0.34555,-0.12773
